county,state,svi,pct_reporting,pct_onedose
Autauga County,AL,Mod-High,92.6,58
Baldwin County,AL,Low-Mod,92.6,67
Barbour County,AL,High,92.6,57.7
Bibb County,AL,High,92.6,43.9
Blount County,AL,Mod-High,92.6,39.6
Bullock County,AL,High,92.6,72.2
Butler County,AL,Mod-High,92.6,51.4
Calhoun County,AL,Mod-High,92.6,59.1
Chambers County,AL,High,92.6,39.4
Cherokee County,AL,Low-Mod,92.6,39.3
Chilton County,AL,Mod-High,92.6,45.6
Choctaw County,AL,Mod-High,92.6,85.1
Clarke County,AL,High,92.6,64.4
Clay County,AL,Mod-High,92.6,52.5
Cleburne County,AL,Low-Mod,92.6,35.4
Coffee County,AL,Mod-High,92.6,61.9
Colbert County,AL,Low-Mod,92.6,58.8
Conecuh County,AL,Mod-High,92.6,59.4
Coosa County,AL,Low-Mod,92.6,50.2
Covington County,AL,Mod-High,92.6,47.7
Crenshaw County,AL,Mod-High,92.6,43.2
Cullman County,AL,Mod-High,92.6,46.5
Dale County,AL,High,92.6,59.6
Dallas County,AL,High,92.6,61
DeKalb County,AL,Mod-High,92.6,43.2
Elmore County,AL,Low-Mod,92.6,59.5
Escambia County,AL,High,92.6,48.3
Etowah County,AL,Mod-High,92.6,50.9
Fayette County,AL,Mod-High,92.6,42.1
Franklin County,AL,Mod-High,92.6,55.3
Geneva County,AL,Mod-High,92.6,49.9
Greene County,AL,High,92.6,65.9
Hale County,AL,High,92.6,74.7
Henry County,AL,Mod-High,92.6,56
Houston County,AL,Mod-High,92.6,53.3
Jackson County,AL,Mod-High,92.6,62.2
Jefferson County,AL,High,92.6,75.2
Lamar County,AL,Mod-High,92.6,52.9
Lauderdale County,AL,Low-Mod,92.6,59.5
Lawrence County,AL,Low-Mod,92.6,56.5
Lee County,AL,Mod-High,92.6,50.4
Limestone County,AL,Low-Mod,92.6,48.4
Lowndes County,AL,High,92.6,67.8
Macon County,AL,High,92.6,63.3
Madison County,AL,Low-Mod,92.6,80.3
Marengo County,AL,High,92.6,69
Marion County,AL,Mod-High,92.6,43.8
Marshall County,AL,Mod-High,92.6,57.5
Mobile County,AL,High,92.6,63.3
Monroe County,AL,Mod-High,92.6,56.5
Montgomery County,AL,High,92.6,69.1
Morgan County,AL,Mod-High,92.6,53
Perry County,AL,High,92.6,60.3
Pickens County,AL,High,92.6,64.7
Pike County,AL,High,92.6,53.4
Randolph County,AL,Mod-High,92.6,41.8
Russell County,AL,High,92.6,58.7
Shelby County,AL,Low,92.6,46.6
St. Clair County,AL,Low-Mod,92.6,48.1
Sumter County,AL,High,92.6,71.3
Talladega County,AL,High,92.6,45.8
Tallapoosa County,AL,High,92.6,47.1
Tuscaloosa County,AL,Mod-High,92.6,54.9
Walker County,AL,Mod-High,92.6,58.1
Washington County,AL,Low-Mod,92.6,57.4
Wilcox County,AL,High,92.6,69.1
Winston County,AL,Mod-High,92.6,27.1
Aleutians East Borough,AK,Mod-High,97.4,86.9
Aleutians West Census Area,AK,Low-Mod,97.4,78.3
Anchorage Municipality,AK,Mod-High,97.4,80.1
Bethel Census Area,AK,High,97.4,74.5
Bristol Bay Borough,AK,Low,97.4,95
Denali Borough,AK,Low,97.4,66
Dillingham Census Area,AK,High,97.4,59.6
Fairbanks North Star Borough,AK,Mod-High,97.4,71.6
Haines Borough,AK,Mod-High,97.4,77.6
Hoonah-Angoon Census Area,AK,Mod-High,97.4,77.3
Juneau City and Borough,AK,Low-Mod,97.4,87.7
Kenai Peninsula Borough,AK,Mod-High,97.4,55.9
Ketchikan Gateway Borough,AK,Mod-High,97.4,74.5
Kodiak Island Borough,AK,High,97.4,74.9
Kusilvak Census Area,AK,High,97.4,74.8
Lake and Peninsula Borough,AK,High,97.4,66.6
Matanuska-Susitna Borough,AK,Low-Mod,97.4,48.3
Nome Census Area,AK,High,97.4,76.1
North Slope Borough,AK,High,97.4,43.7
Northwest Arctic Borough,AK,High,97.4,68.2
Petersburg Census Area,AK,Mod-High,97.4,85.7
Prince of Wales-Hyder Census Area,AK,High,97.4,60.3
Sitka City and Borough,AK,Low-Mod,97.4,88
Skagway Municipality,AK,Low-Mod,97.4,82.8
Southeast Fairbanks Census Area,AK,Mod-High,97.4,47.8
Valdez-Cordova Census Area,AK,Low-Mod,97.4,70.6
Wrangell City and Borough,AK,Low-Mod,97.4,64
Yakutat City and Borough,AK,Low-Mod,97.4,83.4
Yukon-Koyukuk Census Area,AK,High,97.4,86.3
Apache County,AZ,High,98.1,95
Cochise County,AZ,High,98.1,87.2
Coconino County,AZ,High,98.1,95
Gila County,AZ,High,98.1,71.6
Graham County,AZ,High,98.1,76.1
Greenlee County,AZ,Low-Mod,98.1,50.8
La Paz County,AZ,High,98.1,63.5
Maricopa County,AZ,Mod-High,98.1,70.9
Mohave County,AZ,High,98.1,53.2
Navajo County,AZ,High,98.1,95
Pima County,AZ,High,98.1,91.5
Pinal County,AZ,High,98.1,66.4
Santa Cruz County,AZ,High,98.1,95
Yavapai County,AZ,Mod-High,98.1,60
Yuma County,AZ,High,98.1,95
Arkansas County,AR,Mod-High,92.1,68.5
Ashley County,AR,Mod-High,92.1,60.7
Baxter County,AR,Low-Mod,92.1,56.9
Benton County,AR,Low-Mod,92.1,70.9
Boone County,AR,Low-Mod,92.1,47.4
Bradley County,AR,High,92.1,69.9
Calhoun County,AR,Mod-High,92.1,46.2
Carroll County,AR,Mod-High,92.1,61.5
Chicot County,AR,High,92.1,68.5
Clark County,AR,High,92.1,59.4
Clay County,AR,Low-Mod,92.1,54.3
Cleburne County,AR,Low-Mod,92.1,54.6
Cleveland County,AR,Low-Mod,92.1,64.1
Columbia County,AR,High,92.1,63
Conway County,AR,Mod-High,92.1,65.1
Craighead County,AR,High,92.1,58.5
Crawford County,AR,Mod-High,92.1,55.9
Crittenden County,AR,High,92.1,59.4
Cross County,AR,High,92.1,61.9
Dallas County,AR,Mod-High,92.1,67.5
Desha County,AR,High,92.1,75.2
Drew County,AR,Mod-High,92.1,58.5
Faulkner County,AR,Mod-High,92.1,62.6
Franklin County,AR,Mod-High,92.1,56.3
Fulton County,AR,Mod-High,92.1,42.8
Garland County,AR,High,92.1,57.4
Grant County,AR,Low,92.1,56
Greene County,AR,Mod-High,92.1,52.6
Hempstead County,AR,High,92.1,53.9
Hot Spring County,AR,Mod-High,92.1,51.7
Howard County,AR,High,92.1,67.2
Independence County,AR,Mod-High,92.1,53.6
Izard County,AR,Mod-High,92.1,50.6
Jackson County,AR,Mod-High,92.1,48
Jefferson County,AR,High,92.1,62.2
Johnson County,AR,High,92.1,61.5
Lafayette County,AR,High,92.1,52.7
Lawrence County,AR,Mod-High,92.1,57.7
Lee County,AR,High,92.1,50.6
Lincoln County,AR,Low-Mod,92.1,44.9
Little River County,AR,Low-Mod,92.1,53.6
Logan County,AR,Mod-High,92.1,56.9
Lonoke County,AR,Low-Mod,92.1,59
Madison County,AR,Mod-High,92.1,54.1
Marion County,AR,Low-Mod,92.1,44.3
Miller County,AR,High,92.1,45.3
Mississippi County,AR,High,92.1,51.4
Monroe County,AR,High,92.1,74.6
Montgomery County,AR,Mod-High,92.1,46.2
Nevada County,AR,Mod-High,92.1,60.7
Newton County,AR,Low,92.1,43.6
Ouachita County,AR,High,92.1,64.6
Perry County,AR,Low-Mod,92.1,63.6
Phillips County,AR,High,92.1,62.3
Pike County,AR,Mod-High,92.1,54.2
Poinsett County,AR,Mod-High,92.1,56.3
Polk County,AR,High,92.1,47.1
Pope County,AR,High,92.1,60.3
Prairie County,AR,Low-Mod,92.1,56
Pulaski County,AR,High,92.1,75.3
Randolph County,AR,Mod-High,92.1,54.2
Saline County,AR,Low-Mod,92.1,63.8
Scott County,AR,High,92.1,60.7
Searcy County,AR,Low-Mod,92.1,47.8
Sebastian County,AR,High,92.1,64.3
Sevier County,AR,High,92.1,56.9
Sharp County,AR,Mod-High,92.1,50.5
St. Francis County,AR,High,92.1,62.1
Stone County,AR,Mod-High,92.1,45
Union County,AR,Mod-High,92.1,65.9
Van Buren County,AR,High,92.1,49.9
Washington County,AR,High,92.1,73.2
White County,AR,High,92.1,54
Woodruff County,AR,Mod-High,92.1,66.9
Yell County,AR,Mod-High,92.1,60.8
Alameda County,CA,Mod-High,97.7,95
Alpine County,CA,Mod-High,N/A,N/A
Amador County,CA,Mod-High,97.7,59.9
Butte County,CA,High,97.7,60.9
Calaveras County,CA,Low-Mod,97.7,57.4
Colusa County,CA,High,97.7,70.2
Contra Costa County,CA,Low-Mod,97.7,90.6
Del Norte County,CA,High,97.7,51.4
El Dorado County,CA,Low,97.7,70.9
Fresno County,CA,High,97.7,70.5
Glenn County,CA,High,97.7,64.1
Humboldt County,CA,High,97.7,75.7
Imperial County,CA,High,97.7,95
Inyo County,CA,Mod-High,N/A,N/A
Kern County,CA,High,97.7,62.5
Kings County,CA,High,97.7,60.4
Lake County,CA,High,97.7,68.1
Lassen County,CA,Mod-High,97.7,44
Los Angeles County,CA,High,97.7,84.1
Madera County,CA,High,97.7,63
Marin County,CA,Low-Mod,97.7,95
Mariposa County,CA,High,N/A,N/A
Mendocino County,CA,High,97.7,78.3
Merced County,CA,High,97.7,61
Modoc County,CA,High,N/A,N/A
Mono County,CA,Low-Mod,N/A,N/A
Monterey County,CA,High,97.7,84.9
Napa County,CA,Mod-High,97.7,90.4
Nevada County,CA,Low,97.7,74.4
Orange County,CA,Mod-High,97.7,82.7
Placer County,CA,Low,97.7,75.2
Plumas County,CA,Low-Mod,N/A,N/A
Riverside County,CA,High,97.7,68.8
Sacramento County,CA,High,97.7,76.7
San Benito County,CA,Mod-High,97.7,75.8
San Bernardino County,CA,High,97.7,66.3
San Diego County,CA,Mod-High,97.7,95
San Francisco County,CA,Low-Mod,97.7,95
San Joaquin County,CA,High,97.7,70.8
San Luis Obispo County,CA,Low-Mod,97.7,69.6
San Mateo County,CA,Low-Mod,97.7,95
Santa Barbara County,CA,High,97.7,82.4
Santa Clara County,CA,Low-Mod,97.7,95
Santa Cruz County,CA,Mod-High,97.7,89.5
Shasta County,CA,Mod-High,97.7,58.3
Sierra County,CA,Low-Mod,N/A,N/A
Siskiyou County,CA,Mod-High,97.7,62.3
Solano County,CA,Mod-High,97.7,81.3
Sonoma County,CA,Mod-High,97.7,88.4
Stanislaus County,CA,High,97.7,63.7
Sutter County,CA,High,97.7,69.2
Tehama County,CA,High,97.7,50.7
Trinity County,CA,High,N/A,N/A
Tulare County,CA,High,97.7,63
Tuolumne County,CA,Mod-High,97.7,63.1
Ventura County,CA,Mod-High,97.7,81.8
Yolo County,CA,Mod-High,97.7,81.5
Yuba County,CA,High,97.7,63.1
Adams County,CO,Mod-High,97,78.3
Alamosa County,CO,High,97,65.7
Arapahoe County,CO,Low-Mod,97,78.7
Archuleta County,CO,Low-Mod,97,66.9
Baca County,CO,Mod-High,97,42.5
Bent County,CO,High,97,28.8
Boulder County,CO,Low,97,91.1
Broomfield County,CO,Low,97,89.4
Chaffee County,CO,Mod-High,97,72.3
Cheyenne County,CO,Low,97,35.3
Clear Creek County,CO,Low,97,57.5
Conejos County,CO,High,97,56.1
Costilla County,CO,High,97,66.1
Crowley County,CO,High,97,24
Custer County,CO,Low,97,56.4
Delta County,CO,Mod-High,97,54.5
Denver County,CO,Mod-High,97,89.3
Dolores County,CO,Low,97,50.5
Douglas County,CO,Low,97,84.6
Eagle County,CO,Low-Mod,97,95
El Paso County,CO,Low-Mod,97,78.8
Elbert County,CO,Low,97,42.9
Fremont County,CO,Mod-High,97,54.1
Garfield County,CO,Mod-High,97,74.4
Gilpin County,CO,Low,97,68.1
Grand County,CO,Low,97,76.5
Gunnison County,CO,Low,97,80.5
Hinsdale County,CO,Low-Mod,97,72.1
Huerfano County,CO,Low-Mod,97,62.5
Jackson County,CO,Low,97,50.3
Jefferson County,CO,Low,97,88.6
Kiowa County,CO,Low,97,39.6
Kit Carson County,CO,Mod-High,97,43.5
La Plata County,CO,Low-Mod,97,82.5
Lake County,CO,Low-Mod,97,71.4
Larimer County,CO,Low,97,79.3
Las Animas County,CO,High,97,68.9
Lincoln County,CO,Mod-High,97,38.8
Logan County,CO,Mod-High,97,41.9
Mesa County,CO,Mod-High,97,57.7
Mineral County,CO,Low,97,94.1
Moffat County,CO,High,97,50.8
Montezuma County,CO,Mod-High,97,85.2
Montrose County,CO,Mod-High,97,57.2
Morgan County,CO,High,97,55.9
Otero County,CO,High,97,54.6
Ouray County,CO,Low,97,77.4
Park County,CO,Low,97,53.9
Phillips County,CO,Low-Mod,97,60.4
Pitkin County,CO,Low,97,95
Prowers County,CO,High,97,48.8
Pueblo County,CO,High,97,65.1
Rio Blanco County,CO,Low-Mod,97,46.1
Rio Grande County,CO,High,97,72.7
Routt County,CO,Low,97,88.6
Saguache County,CO,High,97,40.7
San Juan County,CO,Low-Mod,97,95
San Miguel County,CO,Low,97,95
Sedgwick County,CO,High,97,58.5
Summit County,CO,Low,97,95
Teller County,CO,Low,97,59.1
Washington County,CO,Low,97,36
Weld County,CO,Mod-High,97,68.8
Yuma County,CO,Low-Mod,97,50.9
Fairfield County,CT,Mod-High,98.2,95
Hartford County,CT,Mod-High,98.2,94.1
Litchfield County,CT,Low,98.2,93
Middlesex County,CT,Low,98.2,95
New Haven County,CT,Mod-High,98.2,95
New London County,CT,Low-Mod,98.2,95
Tolland County,CT,Low,98.2,81.9
Windham County,CT,Low-Mod,98.2,78.7
Kent County,DE,High,96.3,69
New Castle County,DE,Low-Mod,96.3,89.4
Sussex County,DE,Low-Mod,96.3,86.5
District of Columbia,DC,Mod-High,95.7,95
Alachua County,FL,Mod-High,98.6,79.8
Baker County,FL,Low-Mod,98.6,45.6
Bay County,FL,Mod-High,98.6,65.5
Bradford County,FL,High,98.6,54.7
Brevard County,FL,Low-Mod,98.6,79
Broward County,FL,High,98.6,88.4
Calhoun County,FL,Mod-High,98.6,42.7
Charlotte County,FL,Mod-High,98.6,81.8
Citrus County,FL,Mod-High,98.6,66.2
Clay County,FL,Low-Mod,98.6,66.9
Collier County,FL,Mod-High,98.6,86.7
Columbia County,FL,High,98.6,50.7
DeSoto County,FL,High,98.6,60.7
Dixie County,FL,High,98.6,45.1
Duval County,FL,High,98.6,73.5
Escambia County,FL,High,98.6,68.4
Flagler County,FL,Low-Mod,98.6,75.6
Franklin County,FL,High,98.6,55.8
Gadsden County,FL,High,98.6,67.8
Gilchrist County,FL,High,98.6,43.8
Glades County,FL,High,98.6,42.1
Gulf County,FL,Mod-High,98.6,61.7
Hamilton County,FL,High,98.6,42.9
Hardee County,FL,High,98.6,51.2
Hendry County,FL,High,98.6,64.5
Hernando County,FL,Mod-High,98.6,64.1
Highlands County,FL,High,98.6,66.9
Hillsborough County,FL,High,98.6,78.3
Holmes County,FL,High,98.6,36.7
Indian River County,FL,Mod-High,98.6,82.8
Jackson County,FL,High,98.6,53.4
Jefferson County,FL,Mod-High,98.6,73.1
Lafayette County,FL,High,98.6,45.4
Lake County,FL,Mod-High,98.6,78.1
Lee County,FL,Mod-High,98.6,75.9
Leon County,FL,Mod-High,98.6,68
Levy County,FL,High,98.6,56.8
Liberty County,FL,Mod-High,98.6,39.6
Madison County,FL,High,98.6,57.3
Manatee County,FL,Mod-High,98.6,74.8
Marion County,FL,High,98.6,66.6
Martin County,FL,Low-Mod,98.6,76.1
Miami-Dade County,FL,High,98.6,95
Monroe County,FL,Mod-High,98.6,95
Nassau County,FL,Low-Mod,98.6,68.9
Okaloosa County,FL,Mod-High,98.6,79.8
Okeechobee County,FL,High,98.6,56.1
Orange County,FL,High,98.6,86.9
Osceola County,FL,High,98.6,94
Palm Beach County,FL,High,98.6,80.1
Pasco County,FL,Mod-High,98.6,70.5
Pinellas County,FL,Mod-High,98.6,76.8
Polk County,FL,High,98.6,69.2
Putnam County,FL,High,98.6,51.2
Santa Rosa County,FL,Low-Mod,98.6,67.7
Sarasota County,FL,Low-Mod,98.6,85.9
Seminole County,FL,Low-Mod,98.6,71.3
St. Johns County,FL,Low,98.6,81.2
St. Lucie County,FL,High,98.6,70.4
Sumter County,FL,Low-Mod,98.6,93.9
Suwannee County,FL,High,98.6,47.1
Taylor County,FL,High,98.6,49.6
Union County,FL,Mod-High,98.6,52.6
Volusia County,FL,Mod-High,98.6,70.3
Wakulla County,FL,Low,98.6,55.2
Walton County,FL,Mod-High,98.6,61.3
Washington County,FL,High,98.6,40.5
Appling County,GA,High,88.8,42.2
Atkinson County,GA,High,88.8,49
Bacon County,GA,High,88.8,36
Baker County,GA,Mod-High,88.8,64.5
Baldwin County,GA,High,88.8,51.5
Banks County,GA,Mod-High,88.8,35.8
Barrow County,GA,Mod-High,88.8,46.9
Bartow County,GA,Mod-High,88.8,43.7
Ben Hill County,GA,High,88.8,45.8
Berrien County,GA,Mod-High,88.8,41.2
Bibb County,GA,High,88.8,55.2
Bleckley County,GA,Mod-High,88.8,43.7
Brantley County,GA,Low-Mod,88.8,31.7
Brooks County,GA,High,88.8,57.9
Bryan County,GA,Low-Mod,88.8,65.7
Bulloch County,GA,High,88.8,40.5
Burke County,GA,Mod-High,88.8,70
Butts County,GA,Mod-High,88.8,41.1
Calhoun County,GA,High,88.8,56.5
Camden County,GA,Mod-High,88.8,68.5
Candler County,GA,High,88.8,49.5
Carroll County,GA,High,88.8,45.2
Catoosa County,GA,Low-Mod,88.8,53.7
Charlton County,GA,High,88.8,31
Chatham County,GA,High,88.8,67.1
Chattahoochee County,GA,Mod-High,88.8,95
Chattooga County,GA,High,88.8,44.3
Cherokee County,GA,Low,88.8,57.5
Clarke County,GA,High,88.8,54.1
Clay County,GA,High,88.8,82.1
Clayton County,GA,High,88.8,53.4
Clinch County,GA,High,88.8,48.5
Cobb County,GA,Low-Mod,88.8,68.9
Coffee County,GA,High,88.8,45.1
Colquitt County,GA,High,88.8,47.7
Columbia County,GA,Low,88.8,63
Cook County,GA,High,88.8,49.4
Coweta County,GA,Low-Mod,88.8,52.4
Crawford County,GA,Mod-High,88.8,50.6
Crisp County,GA,High,88.8,52.8
Dade County,GA,Mod-High,88.8,59.4
Dawson County,GA,Low,88.8,45.8
Decatur County,GA,High,88.8,58.7
DeKalb County,GA,High,88.8,68.1
Dodge County,GA,High,88.8,42.1
Dooly County,GA,High,88.8,43.8
Dougherty County,GA,High,88.8,59.3
Douglas County,GA,Mod-High,88.8,55.4
Early County,GA,High,88.8,56.2
Echols County,GA,Mod-High,88.8,39.3
Effingham County,GA,Low-Mod,88.8,45.4
Elbert County,GA,High,88.8,49
Emanuel County,GA,High,88.8,47.6
Evans County,GA,High,88.8,48
Fannin County,GA,Low-Mod,88.8,49
Fayette County,GA,Low,88.8,72
Floyd County,GA,High,88.8,49.5
Forsyth County,GA,Low,88.8,60.9
Franklin County,GA,Mod-High,88.8,41.8
Fulton County,GA,Mod-High,88.8,67.2
Gilmer County,GA,Mod-High,88.8,47.2
Glascock County,GA,Mod-High,88.8,38.3
Glynn County,GA,High,88.8,60.7
Gordon County,GA,High,88.8,43.9
Grady County,GA,High,88.8,51.3
Greene County,GA,Mod-High,88.8,63.7
Gwinnett County,GA,Mod-High,88.8,64.5
Habersham County,GA,Mod-High,88.8,46.8
Hall County,GA,High,88.8,53.1
Hancock County,GA,High,88.8,55.9
Haralson County,GA,Low-Mod,88.8,38.6
Harris County,GA,Low,88.8,58.6
Hart County,GA,High,88.8,46.4
Heard County,GA,High,88.8,33.6
Henry County,GA,Low-Mod,88.8,52.6
Houston County,GA,Mod-High,88.8,62.4
Irwin County,GA,High,88.8,43.3
Jackson County,GA,Low-Mod,88.8,48.9
Jasper County,GA,Mod-High,88.8,41.4
Jeff Davis County,GA,High,88.8,36.9
Jefferson County,GA,High,88.8,62.7
Jenkins County,GA,High,88.8,44.5
Johnson County,GA,High,88.8,41.4
Jones County,GA,Low-Mod,88.8,50.9
Lamar County,GA,Mod-High,88.8,40.5
Lanier County,GA,Mod-High,88.8,32.8
Laurens County,GA,High,88.8,56.2
Lee County,GA,Low-Mod,88.8,54.4
Liberty County,GA,High,88.8,79.7
Lincoln County,GA,Mod-High,88.8,54.2
Long County,GA,High,88.8,26.9
Lowndes County,GA,High,88.8,47.8
Lumpkin County,GA,Low-Mod,88.8,40
Macon County,GA,High,88.8,50.8
Madison County,GA,Mod-High,88.8,49.7
Marion County,GA,High,88.8,51.7
McDuffie County,GA,High,88.8,52.6
McIntosh County,GA,Mod-High,88.8,47.8
Meriwether County,GA,High,88.8,48.6
Miller County,GA,High,88.8,61.5
Mitchell County,GA,High,88.8,55.2
Monroe County,GA,Low-Mod,88.8,49
Montgomery County,GA,High,88.8,41.6
Morgan County,GA,Low,88.8,51.3
Murray County,GA,Mod-High,88.8,43.3
Muscogee County,GA,High,88.8,56
Newton County,GA,Mod-High,88.8,50.2
Oconee County,GA,Low,88.8,64.1
Oglethorpe County,GA,Mod-High,88.8,48.5
Paulding County,GA,Low,88.8,43.6
Peach County,GA,High,88.8,53.8
Pickens County,GA,Low-Mod,88.8,47.8
Pierce County,GA,Low-Mod,88.8,40
Pike County,GA,Low,88.8,36.8
Polk County,GA,High,88.8,45.7
Pulaski County,GA,High,88.8,42.3
Putnam County,GA,Mod-High,88.8,50
Quitman County,GA,High,88.8,41.7
Rabun County,GA,Mod-High,88.8,53.8
Randolph County,GA,High,88.8,55.6
Richmond County,GA,High,88.8,59.9
Rockdale County,GA,High,88.8,59.8
Schley County,GA,Mod-High,88.8,41
Screven County,GA,High,88.8,55.7
Seminole County,GA,High,88.8,52.6
Spalding County,GA,High,88.8,46.8
Stephens County,GA,High,88.8,48.2
Stewart County,GA,High,88.8,38.2
Sumter County,GA,High,88.8,62.1
Talbot County,GA,High,88.8,56.3
Taliaferro County,GA,High,88.8,57.4
Tattnall County,GA,High,88.8,38.7
Taylor County,GA,High,88.8,53.8
Telfair County,GA,High,88.8,34.6
Terrell County,GA,High,88.8,67.9
Thomas County,GA,High,88.8,57.2
Tift County,GA,High,88.8,49.2
Toombs County,GA,High,88.8,48.6
Towns County,GA,Low-Mod,88.8,56.9
Treutlen County,GA,High,88.8,41.5
Troup County,GA,High,88.8,44.3
Turner County,GA,High,88.8,58.9
Twiggs County,GA,Mod-High,88.8,65.6
Union County,GA,Mod-High,88.8,52.5
Upson County,GA,Mod-High,88.8,51.9
Walker County,GA,Mod-High,88.8,51.6
Walton County,GA,Low-Mod,88.8,48.1
Ware County,GA,High,88.8,46.2
Warren County,GA,High,88.8,55.9
Washington County,GA,High,88.8,51.2
Wayne County,GA,High,88.8,49.1
Webster County,GA,High,88.8,50.6
Wheeler County,GA,Mod-High,88.8,30.7
White County,GA,Low-Mod,88.8,40.5
Whitfield County,GA,High,88.8,50.5
Wilcox County,GA,High,88.8,43.1
Wilkes County,GA,Mod-High,88.8,54.5
Wilkinson County,GA,High,88.8,58.5
Worth County,GA,High,88.8,48.3
Hawaii County,HI,Mod-High,N/A,N/A
Honolulu County,HI,Mod-High,N/A,N/A
Kalawao County,HI,Low,N/A,N/A
Kauai County,HI,Low-Mod,N/A,N/A
Maui County,HI,Low-Mod,N/A,N/A
Ada County,ID,Low,97.7,75.2
Adams County,ID,Low,97.7,49.7
Bannock County,ID,Mod-High,97.7,62.1
Bear Lake County,ID,Low,97.7,53.8
Benewah County,ID,Mod-High,97.7,66
Bingham County,ID,Mod-High,97.7,56.3
Blaine County,ID,Mod-High,97.7,95
Boise County,ID,Low,97.7,41.5
Bonner County,ID,Low-Mod,97.7,51.5
Bonneville County,ID,Low-Mod,97.7,62.2
Boundary County,ID,Low-Mod,97.7,40.5
Butte County,ID,Low-Mod,97.7,56.1
Camas County,ID,Low-Mod,97.7,48.6
Canyon County,ID,Mod-High,97.7,54.9
Caribou County,ID,Low,97.7,45.2
Cassia County,ID,Mod-High,97.7,52
Clark County,ID,Mod-High,97.7,50.3
Clearwater County,ID,Mod-High,97.7,50.3
Custer County,ID,Low-Mod,97.7,53.9
Elmore County,ID,High,97.7,70
Franklin County,ID,Low,97.7,54.1
Fremont County,ID,Mod-High,97.7,54
Gem County,ID,Mod-High,97.7,47.4
Gooding County,ID,High,97.7,52.6
Idaho County,ID,Mod-High,97.7,35.9
Jefferson County,ID,Low,97.7,50.1
Jerome County,ID,Mod-High,97.7,54.5
Kootenai County,ID,Low-Mod,97.7,55.5
Latah County,ID,Low-Mod,97.7,71.9
Lemhi County,ID,Mod-High,97.7,55.3
Lewis County,ID,Mod-High,97.7,62.8
Lincoln County,ID,Mod-High,97.7,48.1
Madison County,ID,Low-Mod,97.7,67.6
Minidoka County,ID,Mod-High,97.7,51.1
Nez Perce County,ID,Mod-High,97.7,69.9
Oneida County,ID,Low,97.7,54.6
Owyhee County,ID,High,97.7,42.5
Payette County,ID,Mod-High,97.7,38.7
Power County,ID,Mod-High,97.7,58.7
Shoshone County,ID,High,97.7,49.1
Teton County,ID,Low,97.7,80.4
Twin Falls County,ID,Mod-High,97.7,57.3
Valley County,ID,Low,97.7,73.6
Washington County,ID,High,97.7,46.3
Adams County,IL,Low-Mod,97.7,58.3
Alexander County,IL,High,97.7,42.8
Bond County,IL,Low-Mod,97.7,61
Boone County,IL,Low-Mod,97.7,68.2
Brown County,IL,Low-Mod,97.7,58.5
Bureau County,IL,Low-Mod,97.7,64.7
Calhoun County,IL,Low,97.7,57.8
Carroll County,IL,Low,97.7,75.1
Cass County,IL,Mod-High,97.7,68.6
Champaign County,IL,Mod-High,97.7,76
Christian County,IL,Low,97.7,54.8
Clark County,IL,Low,97.7,60.9
Clay County,IL,Low-Mod,97.7,41.7
Clinton County,IL,Low,97.7,66.5
Coles County,IL,Mod-High,97.7,51.3
Cook County,IL,High,97.7,84
Crawford County,IL,Low-Mod,97.7,58
Cumberland County,IL,Low,97.7,43.2
De Witt County,IL,Low,97.7,57.7
DeKalb County,IL,Low-Mod,97.7,62.2
Douglas County,IL,Mod-High,97.7,54.6
DuPage County,IL,Low,97.7,85.9
Edgar County,IL,Low-Mod,97.7,56.3
Edwards County,IL,Low,97.7,45.2
Effingham County,IL,Low,97.7,54.2
Fayette County,IL,Low-Mod,97.7,40.2
Ford County,IL,Low,97.7,62.8
Franklin County,IL,Mod-High,97.7,50.7
Fulton County,IL,Low,97.7,62.1
Gallatin County,IL,Low-Mod,97.7,64.2
Greene County,IL,Low,97.7,47.3
Grundy County,IL,Low,97.7,64.2
Hamilton County,IL,Low-Mod,97.7,44
Hancock County,IL,Low,97.7,61.1
Hardin County,IL,Low-Mod,97.7,47.7
Henderson County,IL,Low,97.7,60.1
Henry County,IL,Low,97.7,66.7
Iroquois County,IL,Low-Mod,97.7,56.2
Jackson County,IL,High,97.7,59.6
Jasper County,IL,Low,97.7,46.2
Jefferson County,IL,Mod-High,97.7,53
Jersey County,IL,Low,97.7,61.5
Jo Daviess County,IL,Low,97.7,92.8
Johnson County,IL,Low-Mod,97.7,60.1
Kane County,IL,Low-Mod,97.7,74.8
Kankakee County,IL,Mod-High,97.7,58.1
Kendall County,IL,Low,97.7,77.1
Knox County,IL,Mod-High,97.7,65.5
Lake County,IL,Low-Mod,97.7,92.9
LaSalle County,IL,Low-Mod,97.7,64.6
Lawrence County,IL,Low-Mod,97.7,48.4
Lee County,IL,Low-Mod,97.7,64.9
Livingston County,IL,Low-Mod,97.7,55.4
Logan County,IL,Low,97.7,58.1
Macon County,IL,Mod-High,97.7,59.2
Macoupin County,IL,Low,97.7,60.5
Madison County,IL,Low-Mod,97.7,71.4
Marion County,IL,Mod-High,97.7,50.6
Marshall County,IL,Low,97.7,62.9
Mason County,IL,Low,97.7,58.2
Massac County,IL,Mod-High,97.7,56.7
McDonough County,IL,Low-Mod,97.7,55.5
McHenry County,IL,Low,97.7,75
McLean County,IL,Low,97.7,71.6
Menard County,IL,Low,97.7,62.4
Mercer County,IL,Low,97.7,69.2
